web-scraper-order,link-href,claim,label
,,"There are no more COVID19 patients in Slovenia masks, quarantines and vaccinations have been cancelled",0
,,New CDCMMWR shows that 46% of nursing aides and 57% of nurses in longterm care facilities LTCFs were fully vaccinated against #COVID19 compared to 75% of physicians. More efforts may be needed to increase COVID19 vaccination among #LTCF staff. More httpsbit.lymm7030a2.,1
,https://www.poynter.org/?ifcn_misinformation=new-york-schools-add-a-covid-19-vaccine-to-the-mandatory-school-schedule, New York schools add a COVID19 vaccine to the mandatory school schedule.,0
,,"#Parents Keep children from getting or spreading #COVID19 at child care. Keep them home if sick. If they are 2  older  not vaccinated against COVID19, they should wear a fitted mask over their mouth  nose while indoors  in crowded outdoor spaces. httpsbit.ly3e2aiN0.",1
,https://www.poynter.org/?ifcn_misinformation=the-spread-of-covid-19-can-be-prevented-with-a-home-made-vaccine-based-on-fruits-and-other-ingredients, The spread of COVID19 can be prevented with a homemade vaccine based on fruits and other ingredients.,0
,https://www.poynter.org/?ifcn_misinformation=young-people-have-a-greater-chance-of-being-killed-by-the-hpv-vaccine-than-covid-19, Young people have a greater chance of being killed by the HPV vaccine than COVID19.,0
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines?fbclid=IwAR2Xr4JRM3IvhlJP4k8-q_WQNJBg0CbshAd08RB9g6GeNM77RKCt46TA3J27,"All vaccines with WHO Emergency Use Listing are highly effective at preventing serious illness, hospitalization and death due to COVID19. You should accept the vaccine you are offered first and get vaccinated as soon as it is your turn to reduce your risk.",1
,https://www.poynter.org/?ifcn_misinformation=flu-vaccine-increases-coronavirus-risk-36-says-military-study," Flu vaccine increases coronavirus risk 36%, says military study.",0
,,"If you are fully vaccinated against #COVID19, you can resume activities without wearing a mask or staying 6 feet apart, except where required by federal, state, local, tribal or territorial laws, and local business and workplace guidance. More httpsbit.ly3mKHutV.",1
1642735996-161,https://www.rappler.com/newsbreak/fact-check/united-kingdom-united-states-underreport-covid-19-vaccine-adverse-effects/,"The United Kingdom and the United States are underreporting cases of COVID19 vaccines adverse effects, reporting only 1% of the actual number.",0
,,Bill Gates plans to introduce microchip implants that will register whether or not someone has been tested andor vaccinated against SARSCoV2.,0
,,A photograph taken in 2001 shows a vaccine for coronavirus.,0
,https://twitter.com/ReutersUK/status/1262418692488470529,"Moderna's COVID19 vaccine shows promise in early study, shares soar  httpsuk.reuters.comarticleushealthcoronavirusmodernaidUKKBN22U1KQtaid5ec2b6a4d45cf900016486b1utmcampaigntrueAnthem%3ATrendingContentutmmediumtrueAnthemutmsourcetwitter pic.twitter.comN25B6NBNmS",1
,https://www.who.int/­emergencies/diseases/­novel-coronavirus-201­9/­question-and-answers-­hub/q-a-detail/­coronavirus-disease-(­covid-19)-vaccines-s­afety?fbclid=IwAR17y­L5RiQoXNVCX0geWAUJY9­eRths2tY_flXCzEeW3W5­DaURuZs0OJou0I,Women can receive a vaccine at any point in their menstrual cycle. ,1
,https://doh.gov.ph/vaccines/Questions-and-Answers?fbclid=IwAR24GBsyWYwbL4bQmCv5dxPijZTF26jGKlBTyOsIodowP67Rn60_zHYd9po,"Information that will be collected prior to masterlisting will be personal information, such as but not limited to full name, birthday, and PhilHealth Identification Number PIN, shall be collected to ensure no doubling of identified potential vaccine recipients. Health data will also be collected to help the vaccination team identify and verify which priority group the individual belongs to and assess the person's eligibility for the vaccine.",1
,,Bill Gates was expelled from India due to his Polio vaccines.,0
,https://doh.gov.ph/vaccines/Questions-and-Answers?fbclid=IwAR24GBsyWYwbL4bQmCv5dxPijZTF26jGKlBTyOsIodowP67Rn60_zHYd9po,"people with wellcontrolled asthma or allergic rhinitis, whether on inhaled corticosteroids or not, may receive the vaccine. Additional precautions will be implemented when administering the vaccine and they shall be observed in postvaccination monitoring areas for 30 minutes.",1
,,Womens menstrual cycles and fertility are affected by being around people who have received COVID19 vaccines,0
,,New CDCMMWRshows unvaccinated adolescents  parents of unvaccinated adolescents surveyed in April wanted more information about vaccine safety and effectiveness when making #COVID19 vaccination decisions. Learn more httpbit.lyMMWR7921,1
,https://doh.gov.ph/Vaccines/Am-I-eligible-to-get-the-COVID-19-vaccine?fbclid=IwAR3VVKq3UOLAUuX5WG4qhnyf-sc-vzC8-8DWdX8dV-L3rosT7xuZFEclYsU,"People currently diagnosed with COVID19 or with symptoms of fever  chills, fatigue, cough, colds, headache, sore throat, myalgia, loss of taste or smell, diarrhea, shortness of breath  difficulty breathing, and rashes are eligible to take the COVID19 vaccine but will be subject for rescheduling.",1
,https://www.poynter.org/?ifcn_misinformation=bill-gates-personally-will-profit-from-a-covid-19-vaccine-and-he-owns-a-company-that-plans-to-implant-microchips-in-everyone, Bill Gates personally will profit from a COVID19 vaccine and he owns a company that plans to implant microchips in everyone.,0
,,Brazilian CoronaVac volunteer reported body pain and fever after vaccination.,0
1642743081-573,https://www.rappler.com/nation/duterte-grateful-covid-19-vaccine-donations-says-could-visit-united-states/,"Duterte, grateful for vaccine donations, now says he could visit US. 'Ang bait ng Amerika. Baka pupunta ako doon just to thank the American government and the people,' says the Philippine leader",1
,,"Pablo Casado, leader of the opposition in Spain, has been vaccinated with the needle cap in place",0
,,A photograph circulating on Facebook purports to be a screenshot from a TV news report showing a crowded beach in South Africa during the lockdown.,0
,,You can help protect people who are more likely to get severely ill from #COVID19 by getting vaccinated as soon as you can. We are still learning how well COVID19 vaccines protect people with weakened immune systems. Learn more httpsbit.ly3psVQSR,1
,,The vaccine against the new coronavirus has existed since 2001.,0
1642736242-181,https://www.rappler.com/newsbreak/fact-check/covid-19-vaccines-contain-toxic-preservatives/,"The vaccines do not contain harmful metalbased preservatives, according to the ingredients lists released by vaccine manufacturers.",1
1642746939-945,https://www.rappler.com/nation/unvaccinated-people-metro-manila-prohibited-going-outside/,Unvaccinated people in Metro Manila now prohibited from going outside. Unvaccinated individuals are banned outside of their residences except when buying essential goods,1
1637040614-127,https://www.rappler.com/newsbreak/fact-check/bill-gates-admits-covid-19-vaccine-will-permanently-alter-human-dna,Bill Gates admits COVID19 vaccine will permanently alter human DNA,0
1642742706-528,https://www.rappler.com/world/global-affairs/biden-rally-global-pandemic-fight-september-22-2021/,"Biden pledges new vaccine donations in bid to rally global pandemic fight. Joe Biden hopes to show he is leading by example with the pledge, which will bring US donations to the rest of the world up to more than 1.1 billion doses",1
,https://www.poynter.org/?ifcn_misinformation=influenza-vaccines-contain-the-coronavirus-and-increase-the-spread-of-covid-19, Influenza vaccines contain the coronavirus and increase the spread of COVID19.,0
,https://www.poynter.org/?ifcn_misinformation=bill-gates-is-creating-vaccines-to-make-the-earths-population-infertile-he-discussed-a-plan-to-reduce-the-worlds-population-through-vaccines-during-his-2010-ted-talk, Bill Gates is creating vaccines to make the earth's population infertile. He discussed a plan to reduce the world's population through vaccines during his 2010 TED talk.,0
,,#COVID19 vaccines are effective but it typically takes 2 weeks for your body to build protection after vaccination. This means people can get COVID19 if they are exposed just before or after theyre vaccinated. More httpsbit.ly2QL0XAC ,1
1642744763-744,https://www.rappler.com/nation/anti-covid-19-vaccination-movement-tells-local-leaders-stop-pandemic-response/,Antivaccination movement tells local leaders to stop pandemic response. Cagayan de Oro Mayor Oscar Moreno and Misamis Oriental Governor Yevgeny Emano are among a number of local leaders sent notices by antivaccination advocates,1
1642735887-153,https://www.rappler.com/newsbreak/fact-check/dmx-larry-king-died-after-receiving-covid-19-vaccine/,"DMX died after suffering a heart attack, while Larry King died due to sepsis. There are no reports they received the COVID19 vaccines prior to their deaths.",1
1642746198-882,https://www.rappler.com/nation/governemt-postpone-second-leg-national-vaccine-drive-areas-due-typhoon-threat/,"Govt to postpone 2nd leg of  national vaccine drive in areas facing typhoon threat. 'Kailangan natin mailayo sa peligro ang ating mga kababayan dahil sa bagyong Odette,' says Health Secretary Francisco Duque",1
,,"As of July 19, more than 186.3 million people have received at least one dose of a #COVID19 vaccine. Of those, more than 161.4 million are fully vaccinated. Once youre fully vaccinated, you can do things you stopped doing because of the pandemic. More httpbit.lyCDTvaccine.",1
,https://doh.gov.ph/vaccines/Questions-and-Answers?fbclid=IwAR24GBsyWYwbL4bQmCv5dxPijZTF26jGKlBTyOsIodowP67Rn60_zHYd9po,The FDA will continuously monitor the vaccines being used in the vaccination program. FDA inspectors shall regularly conduct market surveillance to safeguard from unauthorized use of vaccines.,1
,https://www.poynter.org/?ifcn_misinformation=the-text-claims-that-mass-media-owners-called-satanists-in-the-text-are-forcing-the-public-to-voluntarily-look-for-a-coronavirus-vaccine-it-also-describes-the-vaccine-which-still-does-not-exist," The text claims that mass media owners, called Satanists in the text, are forcing the public to voluntarily look for a coronavirus vaccine. It also describes the vaccine which still does not exist as",0
,https://twitter.com/nytimes/status/1255597746758864897,"In the absence of a vaccine or proven treatment, Covid19 survivors are being viewed as potential saviors for patients with a disease for what is known as convalescent plasma. This is the story of one frantic journey to find that help.  httpsnyti.ms2WeKB1Q",1
,https://drive.google.com/drive/u/1/folders/1B0zKhU3_8BmZFL5IwrzmEiY5dRp73ppH?fbclid=IwAR0iJSYqFzYulnHoKbRsOx1aj3zlX4SIL_yOYBt-M2iOcU2t71OMLr0VVUw,The COVID19 vaccines can alter my DNA.,0
,https://www.poynter.org/?ifcn_misinformation=the-covid-19-future-vaccine-will-come-with-the-id-a-mark-the-id-tells-everyone-you-are-free-of-covid, The COVID19 future vaccine will come with the ID  a mark. The ID tells everyone you are free of COVID.,0
,https://twitter.com/guardiannews/status/1270352385458745344,Global report Philippines says schools won't reopen until there is a Covid19 vaccine  httpswww.theguardian.comworld2020jun09globalreportphilippinessaysschoolswontreopenuntilthereisacovid19vaccineutmtermAutofeedCMPtwtbgdnnewsutmmediumSocialutmsourceTwitter#Echobox1591682781,1
,,The bus of Europeans doctors bringing vaccines against COVID19 in DR Congo was chased away by a crowd of bikers near Kinshasa.,0
,,A team of medical trainees from JKUAT a university in Kenya have developed and tested a vaccine successfully.,0
1642747512-1000,https://www.rappler.com/world/europe/thousands-protest-vienna-against-mandatory-vaccination/,Thousands protest in Vienna against mandatory vaccination. Austria is the first country in Europe to make COVID19 vaccines mandatory,1
1642746909-939,https://www.rappler.com/world/europe/united-kingdom-boris-johnson-says-people-without-covid-19-boosters-ending-hospital/,UKs Johnson warns of hospital risk for unvaccinated. UPDATED United Kingdom Prime Minister Boris Johnson urges people to celebrate New Year's Eve cautiously,1
,,"At the 76th #UNGA, WHO is urging world leaders to guarantee equitable access to #COVID19 vaccines  lifesaving tools ensure better pandemic preparedness get the GlobalGoalsUN back on track Read more bit.ly3klwuVU",1
,https://twitter.com/guardiannews/status/1255943447699230721,AstraZeneca partners with Oxford University to produce Covid19 vaccine  httpswww.theguardian.comsociety2020apr30astrazenecapartnerswithoxforduniversitytoproducecovid19vaccineutmtermAutofeedCMPtwtbgdnnewsutmmediumSocialutmsourceTwitter#Echobox1588267610,1
,,The COVID19 vaccines cause variants to emerge.,0
,,"When you receive a #COVID19 vaccine, its important to know when you are fully vaccinated. Its not instant. COVID19 vaccines teach our immune systems how to recognize and fight the virus that causes COVID19. Learn more httpsbit.ly3btJaFU ",1
,https://www.poynter.org/?ifcn_misinformation=a-viral-message-circulating-on-whatsapp-claims-that-a-vaccine-would-be-available-in-september-2020-thus-ending-speculation-that-the-vaccine-would-not-be-available-until-2021," A viral message circulating on WhatsApp claims that a vaccine would be available in September 2020, thus ending speculation that the vaccine would not be available until 2021.",0
,https://www.poynter.org/?ifcn_misinformation=switzerland-banned-vaccination-and-someone-named-father-escobar-said-that-through-vaccination-satan-inserts-a-code-into-a-human-body," Switzerland banned vaccination and someone named Father Escobar said that through vaccination, Satan inserts a code into a human body.",0
,,Video of Islamic Ulema in Indonesia forced to get COVID19 vaccine Injected.,0
,https://www.poynter.org/?ifcn_misinformation=bill-gates-admitted-that-he-wants-to-vaccinate-everyone-because-he-makes-2000-percent-profit-with-vaccines, Bill Gates admitted that he wants to vaccinate everyone because he makes 2000 percent profit with vaccines.,0
,https://doh.gov.ph/vaccines/Questions-and-Answers?fbclid=IwAR24GBsyWYwbL4bQmCv5dxPijZTF26jGKlBTyOsIodowP67Rn60_zHYd9po,"efficacy is measured not only by a vaccine's ability to prevent infection, but also in its prevention of severe forms of the disease and of forward transmission. While a vaccinated person  may not be completely prevented from getting infected, she will still have a reduced risk of getting severe forms of COVID19. If more people have this reduced risk, then we can more effectively reduce transmission.",1
,https://twitter.com/IndiaToday/status/1256274535361523712,Is there politics involved in #Punjab Covid crisis.AshokChavanINC and Manpreet Singh Badal MSBADAL respond.Watch #TTP LIVE  httpbit.lyITLiveTV pic.twitter.com6yzmp0u2hJ,1
,,"EsperanzaHealthCenters in Chicago is caring for its patients  community by setting up #COVID19 vaccination clinics. By working with the community, staff have administered more than 60,000 doses of vaccine since December. More httpsbit.ly3z2fOqQ",1
,https://twitter.com/ReutersUK/status/1253286309218705408,AstraZeneca tests diabetes drug as possible COVID19 treatment  httpsuk.reuters.comarticleukhealthcoronavirusastrazenecaidUKKCN2250UVtaid5ea17d72e1ba14000127f9abutmcampaigntrueAnthem%3ATrendingContentutmmediumtrueAnthemutmsourcetwitter pic.twitter.com9eIcgUCUG1,1
,,Bill Gates said in a TV interview that people dont have a choice when it comes to vaccination for COVID19.,0
1636390672-10,https://www.politifact.com/factchecks/2021/oct/22/blog-posting/covid-19-vaccines-do-not-include-non-biological-co/,"Pathologists found a host of nonbiological components ... in the blood of vaccinated people, including graphene chips and nanochips.",0
1637033940-388,https://www.rappler.com/newsbreak/fact-check/covid-19-pandemic-over-vaccine-unnecessary,The COVID19 pandemic is over and a vaccine for the disease is no longer needed.,0
,https://www.who.int/­emergencies/diseases/­novel-coronavirus-201­9/­question-and-answers-­hub/q-a-detail/­coronavirus-disease-(­covid-19)-vaccines-s­afety?fbclid=IwAR17y­L5RiQoXNVCX0geWAUJY9­eRths2tY_flXCzEeW3W5­DaURuZs0OJou0I,"Globally, mRNA vaccines such as Pfizer and Moderna have been used to protect millions of people against COVID19. A significant amount of data is available from both clinical trials and country surveillance programmes on their efficacy and safety. Some mild side effects are expected after vaccination these are a normal sign that the body is developing protection.",1
1636390656-9,https://www.politifact.com/factchecks/2021/mar/22/tiktok-posts/no-you-dont-need-who-vaccination-certificate-trave/,You will need a WHO Yellow Vaccination Passport if you plan on traveling internationally once borders open.,0
,,Says the COVID19 vaccine doesnt prevent catching or spreading the virus and only lasts months.,0
,https://twitter.com/IndiaToday/status/1258627724676984832,"Two leaders exchanged views on each country's Covid19 situation, steps to prevent further spread of the virus, development of medicine and vaccines.#US #Japan #coronavirus httpswww.indiatoday.inworldstorycoronaviruspandemicjapanshinzoabeuspresidentdonaldtrumpagreecooperatefight167562620200508",1
1636390767-20,https://www.politifact.com/factchecks/2021/oct/07/tweets/cdc-does-not-show-higher-death-rate-vaccines-covid/,"CDC numbers show that among children, the Pfizer and Moderna COVID19 vaccines have a death rate 174 times higher than the COVID19 death rate.",0
1637040532-97,https://www.rappler.com/voices/imho/opinion-coronavirus-vaccine-clinical-research-not-treatment,OPINION On the COVID19 vaccine Clinical research is not clinical treatment,1
,https://www.poynter.org/?ifcn_misinformation=a-whatsapp-forward-has-gone-viral-which-claimed-that-a-vaccine-for-coronavirus-has-been-discovered-the-viral-forward-also-claims-that-the-treatment-for-coronavirus-is-mentioned-in-indias-intermediat-3," A WhatsApp forward claimed that a vaccine for coronavirus has been discovered. It also claims that the treatment for coronavirus is mentioned in India's Intermediate Zoology book. The viral forward reads, It is not a new disease as it is already mentioned in the Intermediate Zoology book along with its treatment. It happens sometimes that many great scientists and doctors do not focus on lesserknown books as they are mostly busy with famous books. Book name",0
,,"DYK Unvaccinated people are 17x more likely to be hospitalized with #COVID19 than people who are fully vaccinated, according to a study by CDCs COVIDNET. Get vaccinated to protect yourself and others httpvaccines.gov",1
,https://www.poynter.org/?ifcn_misinformation=the-usa-are-counting-on-alternative-medicine-like-chlorine-dioxide-or-hydroxychloroquine-instead-of-vaccines, The USA are counting on alternative medicine like chlorine dioxide or hydroxychloroquine instead of vaccines.,0
,,Recent COVIDNET data show that the #COVID19 hospitalization rates for nonHispanic American IndianAlaska Native people have increased  are currently the highest of any raceethnicity group. Vaccinations are critical to preventing serious illness. More httpsbit.ly2ETd34F,1
,,COVIDNET data show that adults ages 1849 now account for more #COVID19associated hospitalizations than adults 65. This is likely because younger adults have lower COVID19 vaccination rates. Get vaccinated as soon as you can. More httpsbit.ly3aACOAU,1
,https://twitter.com/ReutersUK/status/1266022676654678016,AstraZeneca partners with Oxford Biomedica to expand COVID19 vaccine manufacturing capacity  httpsuk.reuters.comarticleukoxfordbiomedicaastrazenecasupplyaidUKKBN2341V0taid5ecfd31cb4f70100016316bbutmcampaigntrueAnthem%3ATrendingContentutmmediumtrueAnthemutmsourcetwitter pic.twitter.comTfsqCGkY05,1
,,"Social media posts and online articles shared tens of thousands of times claim that the foundation of billionaire philanthropist Bill Gates tested a polio vaccine in India that left at least 490,000 children paralyzed.",0
,https://twitter.com/guardiannews/status/1248022862679748614,"Lockdowns can't end until Covid19 vaccine found, study says  Coronavirus outbreak  The Guardian  httpswww.theguardian.comworld2020apr08lockdownscantenduntilcovid19vaccinefoundstudysaysutmtermAutofeedCMPtwtbgdnnewsutmmediumSocialutmsourceTwitter#Echobox1586385965",1
,,"Join CDCs #COVID19 Partner Update Call, A Call to Action Mobilizing America to Vaccinate Against COVID19, Monday, June 21, at 300 pm EDT, for info on the latest vaccination efforts, and updates on travel guidance and postCOVID conditions. Register httpsbit.ly3q0ZhQX ",1
,https://doh.gov.ph/vaccines/Questions-and-Answers?fbclid=IwAR24GBsyWYwbL4bQmCv5dxPijZTF26jGKlBTyOsIodowP67Rn60_zHYd9po,"As of May 5, 2021, the Philippine FDA has issued an EUA to the PfizerBioNTech, AztraZeneca Pharmaceuticals, Sinovac, Gamaleya Sputnik V, Johnson and Johnsons Janssen, Bharat BioTechs Covaxin, and Moderna COVID19 vaccines. The FDA continues to accept applications for EUA.",1
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines?fbclid=IwAR2Xr4JRM3IvhlJP4k8-q_WQNJBg0CbshAd08RB9g6GeNM77RKCt46TA3J28,"Do not delay getting vaccinated, unless advised to by your health care provider, as this could put you at risk of COVID19. Getting vaccinated could save your life.",1
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines?fbclid=IwAR2Xr4JRM3IvhlJP4k8-q_WQNJBg0CbshAd08RB9g6GeNM77RKCt46TA3J64,The maximum level of protection is not reached until several weeks after full vaccination. ,1
,,"Infant deaths decreased dramatically during the lockdown, when the number of vaccines administered was reduced vaccines are a cause of sudden infant death syndrome",0
,,It makes no sense to require vaccinations for the previously infected.,0
,https://doh.gov.ph/vaccines/Questions-and-Answers?fbclid=IwAR24GBsyWYwbL4bQmCv5dxPijZTF26jGKlBTyOsIodowP67Rn60_zHYd9po,"To prepare the country for the COVID19 vaccination program, a masterlist will 1 provide basis for identification of target eligible groups for vaccination and identification of priority areas for registration of eligible individuals 2 ensure uniqueness of individuals in the vaccine administration plan and 3 provide input to operational planning especially for costing and allocation of resources.",1
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines?fbclid=IwAR2Xr4JRM3IvhlJP4k8-q_WQNJBg0CbshAd08RB9g6GeNM77RKCt46TA3J62,There is some evidence that being fully vaccinated can prevent infection with the COVID19 virus. This means that being vaccinated is likely to help protect people around you by making it less likely that you will pick up the virus and pass it on.,1
,,"A new CDCMMWR finds of 204 adolescents hospitalized for COVID19 during JanMar 2021, nearly a third were admitted to an ICU. The report shows the importance of #COVID19 vaccination for adolescents and mask use for those not yet vaccinated. More httpbit.lyMMWR6421.",1
,,"The U.S. has made great progress in the fight against #COVID19, but more needs to be done to reach freedom from the virus. As variants spread, vaccines will help protect you and the people you love. Read more about the current state of the pandemic httpbit.lyCDTweeklyreview.",1
,https://www.poynter.org/?ifcn_misinformation=covid-19-vaccine-candidates-will-insert-microchips-in-humans, COVID19 vaccine candidates will insert microchips in humans.,0
,https://twitter.com/the_hindu/status/1249399408699080704,"Punjab on Sunday reported 12 fresh cases of COVID19 taking the tally to 170, according to a government statement.#Punjab #COVID19 httpstrib.alblc1ckB",1
,https://www.poynter.org/?ifcn_misinformation=people-who-got-a-flu-shot-are-at-a-greater-risk-from-covid-19, People who got a flu shot are at a greater risk from COVID19.,0
,,New CDCMMWR shows unvaccinated adolescents  parents of unvaccinated adolescents surveyed in April wanted more information about vaccine safety and effectiveness when making #COVID19 vaccination decisions. Learn more httpbit.lyMMWR7921,1
,,"In those countries with low #COVID19 vaccination coverage, terrible scenes of hospitals overflowing are again becoming the norm. But no country is out of the woods yet.  DrTedros",1
1637040512-89,https://www.rappler.com/nation/duterte-vows-to-get-injected-in-public-with-russian-covid-19-vaccine,Duterte vows to get injected in public with Russian COVID19 vaccine,1
,,"Mahmoud AbdelQader AlBizerti, the lead researcher in a German group developing a vaccine for COVID19 was murdered.",0
,,The unvaccinated have escaped every single strain or 'variant of SARSCoV2.,0
1642745014-768,https://www.rappler.com/nation/zamboanga-city-sets-up-covid-19-vaccination-site-bus-terminal/,Zamboanga City sets up biggest vaccination site at bus terminal. A Zamboanga City government official says the wide open spaces at the terminal is perfect for social distancing,1
,,A video showing two journalists talking at a White House briefing is the proof a vaccine exist.,0
,https://doh.gov.ph/Vaccines/Am-I-eligible-to-get-the-COVID-19-vaccine?fbclid=IwAR3VVKq3UOLAUuX5WG4qhnyf-sc-vzC8-8DWdX8dV-L3rosT7xuZFEclYsU,"People with history of bleeding disorders or taking blood thinners, asthma, and has allergy to food, egg, or medicine are eligible to get the COVID19 vaccine but with special precautions.",1
,https://www.poynter.org/?ifcn_misinformation=u-s-government-planning-to-force-americans-to-take-vaccinations-during-the-coronavirus-pandemic-with-the-help-of-bill-gates, U.S. government planning to force Americans to take vaccinations during the coronavirus pandemic with the help of Bill Gates.,0
,,"As of July 26, more than 188.7 million people have received at least one dose of a #COVID19 vaccine. Of those, 163.2 million are fully vaccinated. COVID19 vaccines are safe and effective at preventing COVID19, especially severe illness and death. More httpbit.lyCDTvaccine.",1
,,Bill Gates admits his COVID19 vaccine might kill nearly 1 million people.,0
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines?fbclid=IwAR2Xr4JRM3IvhlJP4k8-q_WQNJBg0CbshAd08RB9g6GeNM77RKCt46TA3J40,Proteinbased vaccines are vaccines that use harmless fragments of proteins or protein shells that mimic the COVID19 virus to safely generate an immune response.,1
,https://www.who.int/news-room/feature-stories/detail/vaccine-efficacy-effectiveness-and-protection?fbclid=IwAR3b9GmJY0a-BNj7MOSgZSHHKwawgs-7SofXSECx8qt47xmJJ30ItCm4uIE,Vaccine effectiveness is a measure of how well vaccines work in the real world. Effectiveness is measured by observing how well the vaccines work to protect communities as a whole.,1
,,Massive protests against mandatory vaccination in Poland,0
,,"A video of US President Donald Trump and a top US pharmaceutical executive speaking at a press conference has been viewed thousands of times in multiple Facebook, Twitter and YouTube posts alongside a claim that it shows them announcing a vaccine for the novel coronavirus, COVID19, was ready to be administered.",0
1637040500-85,https://www.rappler.com/newsbreak/fact-check/covid-19-vaccine-ready-released-russia-duterte,"COVID19 vaccine ready, released in Russia  Duterte",0
1642735796-146,https://www.rappler.com/newsbreak/fact-check/covid-19-vaccines-make-recipients-magnetic/,The videos shown are of TikTok users participating in a viral magnet test challenge. Experts have also said vaccine doses are too small and therefore not strong enough to cause magnetic reactions.,1
,https://www.poynter.org/?ifcn_misinformation=a-train-carrying-vaccines-with-the-inscription-covid-19, A train carrying vaccines with the inscription COVID19.,0
,,"#Parents Keep your kids safe as they return to school. Get your kids ages 12 years and up vaccinated against #COVID19 as soon as possible. Remind children ages 2 years and older that they should wear masks indoors, including in school and daycare. More httpsbit.ly3uFSUUu",1
,,The spread of COVID19 can be prevented with a homemade vaccine based on fruits and other ingredients.,0
1642744537-719,https://www.rappler.com/business/united-states-worker-rebellion-swells-covid-19-vaccine-mandates/,"From Boeing to Mercedes, a US worker rebellion swells over vaccine mandates. Many legal experts have said vaccine mandates in the interest of public health are legal. But some workers in the US are protesting, saying that the government should not meddle in personal health decisions.",1
1636390610-2,https://www.politifact.com/factchecks/2021/aug/31/facebook-posts/covid-19-vaccine-testing-included-people-underlyin/,The COVID19 vaccines were released to the public after only two months of testing in healthy humans.,0
1642736261-182,https://www.rappler.com/newsbreak/fact-check/united-states-records-thousands-deaths-due-covid-19-vaccines/,"The graph came from a private organization that is not affiliated with VAERS. According to the United States Centers for Disease Control and Prevention CDC, VAERS had received 7,899 reports of death among COVID19 vaccinated people as of September 20. These reports from VAERS alone cannot be used to prove that the vaccines caused the deaths.",1
,,This is the Russian doctor called Dahrov who invented the COVID19 vaccine.,0
,,The FDA advisory board said unvaccinated people are more educated than most people who have gotten the COVID19 vaccines.,0
,https://doh.gov.ph/faqs/vaccines?fbclid=IwAR3kB5vvbXmMBxLpiy1DzjXG4MLTlNGy5CDjExkazbPX7EVJsFOhbYM2Ink,"you cannot purchase COVID19 vaccines from private clinics or pharmacies. At present, only the government is duly authorized to procure and administer vaccines. Until a full market authorization is issued by the Philippine FDA, any COVID19 vaccine should not be sold to the public.",1
,https://twitter.com/IndiaToday/status/1249762968494989312,The World Health Organization said on Monday that a safe and effective vaccine would be needed to fully halt the spread of Covid19. #coronavirusinindia httpswww.indiatoday.inworldstoryvaccineneededfullyhaltspreadcovid19who166662320200413,1
1637040543-101,https://www.rappler.com/voices/thought-leaders/opinion-science-economics-covid-19-vaccines,OPINION The science and economics of COVID19 vaccines,1
,https://twitter.com/IndiaToday/status/1271138990591107074,A lawyer has submitted a plea in Calcutta High Court praying for a court order directing that children below 12 years of age be exempted from attending school physically till a medicine or a vaccine to cure COVID19 is developed. httpswww.indiatoday.inindiastorybengalpleainhcseeksexemptiontochildrenfromattendingschooltillcovidvaccinedeveloped168806520200611,1
,,"French professor Didier Raoult, director of IHU Marseille, told Africans not to take Bill Gates vaccine against coronavirus because it is poisonous.",0
,https://www.poynter.org/?ifcn_misinformation=video-of-a-muslim-leader-being-accidentally-shot-dead-during-a-celebratory-firing-after-he-recovered-from-covid-19-in-pakistan, Video of a Muslim leader being accidentally shot dead during a celebratory firing after he recovered from COVID19 in Pakistan.,0
1642743574-628,https://www.rappler.com/nation/tagaytay-opens-covid-19-vaccination-residents-other-cities-towns-cavite/,"Tagaytay opens vaccination to residents of other Cavite cities, towns. The municipality of MendezNuez and the city of Dasmarias are about to reach their targets as well",1
,,There has been vaccine for coronavirus COVID19 since 2001.,0
,,Photo from protests in France against quarantine restrictions and vaccination,0
,https://twitter.com/ReutersUK/status/1255777768069005312,AstraZeneca to produce Oxford University's potential COVID19 vaccine  httpsuk.reuters.comarticleukhealthcoronavirusastrazenecaoxfordidUKKBN22C0X5taid5eaa8dcd06bb9b0001403074utmcampaigntrueAnthem%3ATrendingContentutmmediumtrueAnthemutmsourcetwitter pic.twitter.comSArL9TR8Ui,1
,https://twitter.com/IndiaToday/status/1259833219827953664,"#Maharashtra, #Punjab, #WestBengal seek #lockdown extension during PMCM meet, say sourcesCovid19 LIVE updates   httpsbit.ly35Qpd7N pic.twitter.comvuYppzI42h",1
,,"The World Bank has praised Tanzanias COVID19 response and warned other African countries against western policies, according to an online news article shared on Facebook and screenshots shared on WhatsApp.",0
